Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition,State,County,month,day
11:53 AM,44 F,32 F,63 %,VAR,3 mph,0 mph,24.70 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,15
12:53 PM,48 F,32 F,54 %,VAR,7 mph,0 mph,24.67 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,15
1:53 PM,51 F,32 F,48 %,ENE,8 mph,0 mph,24.64 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,15
2:53 PM,55 F,32 F,42 %,ENE,12 mph,0 mph,24.61 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,15
3:53 PM,58 F,33 F,39 %,ENE,14 mph,0 mph,24.59 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,15
4:53 PM,59 F,33 F,38 %,ENE,13 mph,18 mph,24.58 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,15
5:53 PM,57 F,34 F,42 %,ENE,13 mph,0 mph,24.57 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,15
6:53 PM,51 F,34 F,52 %,E,12 mph,0 mph,24.58 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,15
7:53 PM,45 F,33 F,63 %,NW,6 mph,0 mph,24.58 in,0.0 in,Fair,Colorado,Broomfield,3,15
8:53 PM,44 F,33 F,65 %,WNW,13 mph,0 mph,24.59 in,0.0 in,Fair,Colorado,Broomfield,3,15
9:53 PM,44 F,33 F,65 %,NNW,13 mph,0 mph,24.60 in,0.0 in,Fair,Colorado,Broomfield,3,15
10:53 PM,42 F,32 F,67 %,CALM,0 mph,0 mph,24.60 in,0.0 in,Fair,Colorado,Broomfield,3,15
11:53 PM,39 F,31 F,73 %,WSW,7 mph,0 mph,24.60 in,0.0 in,Fair,Colorado,Broomfield,3,15
12:53 AM,39 F,31 F,73 %,WSW,6 mph,0 mph,24.60 in,0.0 in,Fair,Colorado,Broomfield,3,16
1:53 AM,38 F,31 F,76 %,SW,7 mph,0 mph,24.61 in,0.0 in,Fair,Colorado,Broomfield,3,16
2:53 AM,35 F,29 F,78 %,WSW,8 mph,0 mph,24.60 in,0.0 in,Fair,Colorado,Broomfield,3,16
3:53 AM,38 F,31 F,76 %,SW,15 mph,0 mph,24.58 in,0.0 in,Fair,Colorado,Broomfield,3,16
4:53 AM,34 F,28 F,79 %,WSW,3 mph,0 mph,24.59 in,0.0 in,Fair,Colorado,Broomfield,3,16
5:53 AM,35 F,28 F,76 %,CALM,0 mph,0 mph,24.61 in,0.0 in,Fair,Colorado,Broomfield,3,16
6:53 AM,33 F,27 F,78 %,WSW,9 mph,0 mph,24.61 in,0.0 in,Fair,Colorado,Broomfield,3,16
7:53 AM,31 F,27 F,85 %,SSE,8 mph,0 mph,24.63 in,0.0 in,Fair,Colorado,Broomfield,3,16
8:53 AM,44 F,31 F,60 %,S,3 mph,0 mph,24.65 in,0.0 in,Fair,Colorado,Broomfield,3,16
9:53 AM,52 F,27 F,38 %,S,12 mph,0 mph,24.65 in,0.0 in,Fair,Colorado,Broomfield,3,16
10:53 AM,50 F,35 F,57 %,ENE,14 mph,0 mph,24.65 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,16
11:53 AM,54 F,36 F,51 %,E,14 mph,0 mph,24.64 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,16
12:53 PM,56 F,35 F,45 %,E,16 mph,0 mph,24.62 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,16
1:53 PM,58 F,33 F,39 %,E,16 mph,0 mph,24.60 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,16
2:53 PM,58 F,35 F,42 %,ENE,21 mph,28 mph,24.57 in,0.0 in,Mostly Cloudy / Windy,Colorado,Broomfield,3,16
3:53 PM,56 F,34 F,44 %,ENE,21 mph,31 mph,24.57 in,0.0 in,Mostly Cloudy / Windy,Colorado,Broomfield,3,16
4:53 PM,53 F,34 F,48 %,ENE,18 mph,28 mph,24.58 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,16
5:53 PM,49 F,35 F,59 %,ENE,20 mph,0 mph,24.60 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,16
6:53 PM,44 F,35 F,71 %,NNE,18 mph,0 mph,24.63 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,16
7:36 PM,41 F,34 F,76 %,NNE,17 mph,0 mph,24.65 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,16
7:53 PM,39 F,34 F,82 %,NE,20 mph,0 mph,24.66 in,0.0 in,Cloudy,Colorado,Broomfield,3,16
8:44 PM,38 F,33 F,83 %,NE,18 mph,0 mph,24.70 in,0.0 in,Cloudy,Colorado,Broomfield,3,16
8:53 PM,37 F,33 F,86 %,NE,20 mph,0 mph,24.70 in,0.0 in,Cloudy,Colorado,Broomfield,3,16
9:53 PM,36 F,33 F,89 %,ENE,15 mph,0 mph,24.71 in,0.0 in,Cloudy,Colorado,Broomfield,3,16
10:46 PM,35 F,33 F,92 %,E,14 mph,0 mph,24.70 in,0.0 in,Cloudy,Colorado,Broomfield,3,16
10:53 PM,35 F,33 F,92 %,E,13 mph,0 mph,24.70 in,0.0 in,Cloudy,Colorado,Broomfield,3,16
11:53 PM,34 F,33 F,96 %,E,16 mph,0 mph,24.70 in,0.0 in,Fog,Colorado,Broomfield,3,16
1:00 AM,26 F,25 F,96 %,ESE,3 mph,0 mph,24.53 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
1:11 AM,26 F,25 F,96 %,CALM,0 mph,0 mph,24.53 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
1:20 AM,26 F,25 F,96 %,ESE,3 mph,0 mph,24.52 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
1:27 AM,26 F,25 F,96 %,ESE,3 mph,0 mph,24.52 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
1:35 AM,26 F,25 F,96 %,CALM,0 mph,0 mph,24.52 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
1:42 AM,26 F,25 F,96 %,CALM,0 mph,0 mph,24.52 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
1:53 AM,26 F,24 F,92 %,CALM,0 mph,0 mph,24.52 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
2:10 AM,26 F,24 F,92 %,CALM,0 mph,0 mph,24.52 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
2:25 AM,25 F,24 F,96 %,SSE,5 mph,0 mph,24.51 in,0.0 in,Cloudy,Colorado,Broomfield,3,2
2:53 AM,25 F,24 F,96 %,SSE,5 mph,0 mph,24.48 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
3:53 AM,24 F,23 F,96 %,ESE,6 mph,0 mph,24.47 in,0.0 in,Light Snow,Colorado,Broomfield,3,2
4:53 AM,21 F,20 F,96 %,ESE,7 mph,0 mph,24.43 in,0.0 in,Patches of Fog,Colorado,Broomfield,3,2
5:53 AM,21 F,20 F,96 %,ESE,6 mph,0 mph,24.41 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,2
6:53 AM,20 F,18 F,92 %,NNE,5 mph,0 mph,24.40 in,0.0 in,Patches of Fog,Colorado,Broomfield,3,2
7:04 AM,19 F,18 F,96 %,N,8 mph,0 mph,24.39 in,0.0 in,Fog,Colorado,Broomfield,3,2
7:11 AM,18 F,17 F,96 %,N,6 mph,0 mph,24.39 in,0.0 in,Fog,Colorado,Broomfield,3,2
7:32 AM,18 F,17 F,96 %,NW,3 mph,0 mph,24.39 in,0.0 in,Fog,Colorado,Broomfield,3,2
7:36 AM,18 F,17 F,96 %,NW,3 mph,0 mph,24.39 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,2
7:53 AM,21 F,19 F,92 %,CALM,0 mph,0 mph,24.38 in,0.0 in,Fog,Colorado,Broomfield,3,2
7:55 AM,21 F,20 F,96 %,NNW,3 mph,0 mph,24.38 in,0.0 in,Fog,Colorado,Broomfield,3,2
8:03 AM,20 F,19 F,96 %,NNE,5 mph,0 mph,24.38 in,0.0 in,Fog,Colorado,Broomfield,3,2
8:05 AM,20 F,19 F,96 %,NNE,5 mph,0 mph,24.38 in,0.0 in,Fog,Colorado,Broomfield,3,2
8:13 AM,20 F,19 F,96 %,CALM,0 mph,0 mph,24.38 in,0.0 in,Fog,Colorado,Broomfield,3,2
8:32 AM,21 F,20 F,96 %,NE,5 mph,0 mph,24.38 in,0.0 in,Fog,Colorado,Broomfield,3,2
8:53 AM,22 F,21 F,96 %,CALM,0 mph,0 mph,24.39 in,0.0 in,Fog,Colorado,Broomfield,3,2
9:14 AM,23 F,22 F,96 %,CALM,0 mph,0 mph,24.39 in,0.0 in,Fog,Colorado,Broomfield,3,2
9:18 AM,23 F,22 F,96 %,CALM,0 mph,0 mph,24.39 in,0.0 in,Fog,Colorado,Broomfield,3,2
9:24 AM,23 F,22 F,96 %,CALM,0 mph,0 mph,24.39 in,0.0 in,Fog,Colorado,Broomfield,3,2
9:53 AM,25 F,25 F,100 %,CALM,0 mph,0 mph,24.39 in,0.0 in,Cloudy,Colorado,Broomfield,3,2
10:53 AM,27 F,25 F,92 %,CALM,0 mph,0 mph,24.36 in,0.0 in,Cloudy,Colorado,Broomfield,3,2
11:53 AM,30 F,27 F,88 %,NNE,6 mph,0 mph,24.35 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,2
12:53 PM,33 F,29 F,85 %,NE,3 mph,0 mph,24.32 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,2
1:53 PM,39 F,31 F,73 %,ESE,5 mph,0 mph,24.29 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,2
2:53 PM,46 F,27 F,47 %,SSW,5 mph,0 mph,24.27 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,2
3:53 PM,49 F,22 F,35 %,NW,10 mph,0 mph,24.29 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,2
4:53 PM,46 F,25 F,44 %,N,10 mph,18 mph,24.30 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,2
5:53 PM,44 F,23 F,43 %,CALM,0 mph,0 mph,24.31 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,2
6:53 PM,42 F,20 F,41 %,W,7 mph,0 mph,24.32 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,2
7:53 PM,42 F,15 F,34 %,W,16 mph,0 mph,24.34 in,0.0 in,Fair,Colorado,Broomfield,3,2
8:53 PM,41 F,13 F,32 %,W,12 mph,0 mph,24.34 in,0.0 in,Fair,Colorado,Broomfield,3,2
9:53 PM,42 F,12 F,29 %,WNW,16 mph,0 mph,24.36 in,0.0 in,Fair,Colorado,Broomfield,3,2
10:53 PM,37 F,16 F,42 %,W,9 mph,0 mph,24.38 in,0.0 in,Fair,Colorado,Broomfield,3,2
11:53 PM,39 F,15 F,38 %,W,13 mph,0 mph,24.39 in,0.0 in,Fair,Colorado,Broomfield,3,2
12:53 AM,38 F,14 F,38 %,NNW,3 mph,0 mph,24.41 in,0.0 in,Fair,Colorado,Broomfield,3,2
1:53 AM,28 F,19 F,69 %,SSE,10 mph,0 mph,24.41 in,0.0 in,Fair,Colorado,Broomfield,3,3
2:53 AM,28 F,19 F,69 %,S,9 mph,0 mph,24.43 in,0.0 in,Fair,Colorado,Broomfield,3,3
3:53 AM,32 F,17 F,54 %,SSW,9 mph,0 mph,24.41 in,0.0 in,Fair,Colorado,Broomfield,3,3
4:53 AM,27 F,18 F,69 %,S,9 mph,0 mph,24.40 in,0.0 in,Fair,Colorado,Broomfield,3,3
5:53 AM,32 F,17 F,54 %,S,13 mph,0 mph,24.40 in,0.0 in,Fair,Colorado,Broomfield,3,3
6:53 AM,28 F,18 F,66 %,S,13 mph,0 mph,24.39 in,0.0 in,Fair,Colorado,Broomfield,3,3
7:53 AM,32 F,18 F,56 %,SW,9 mph,0 mph,24.39 in,0.0 in,Fair,Colorado,Broomfield,3,3
8:53 AM,36 F,21 F,55 %,W,9 mph,0 mph,24.41 in,0.0 in,Fair,Colorado,Broomfield,3,3
9:53 AM,43 F,21 F,42 %,SW,8 mph,0 mph,24.42 in,0.0 in,Fair,Colorado,Broomfield,3,3
10:53 AM,43 F,25 F,49 %,WNW,6 mph,0 mph,24.42 in,0.0 in,Fair,Colorado,Broomfield,3,3
11:53 AM,49 F,21 F,33 %,NW,8 mph,0 mph,24.42 in,0.0 in,Fair,Colorado,Broomfield,3,3
12:53 PM,50 F,25 F,38 %,NNE,12 mph,0 mph,24.43 in,0.0 in,Fair,Colorado,Broomfield,3,3
1:53 PM,52 F,23 F,32 %,NNE,6 mph,0 mph,24.43 in,0.0 in,Fair,Colorado,Broomfield,3,3
2:53 PM,54 F,20 F,26 %,VAR,6 mph,0 mph,24.41 in,0.0 in,Fair,Colorado,Broomfield,3,3
3:53 PM,59 F,21 F,23 %,W,18 mph,24 mph,24.41 in,0.0 in,Fair,Colorado,Broomfield,3,3
4:53 PM,60 F,14 F,16 %,W,13 mph,0 mph,24.43 in,0.0 in,Fair,Colorado,Broomfield,3,3
5:53 PM,57 F,17 F,21 %,N,13 mph,0 mph,24.47 in,0.0 in,Fair,Colorado,Broomfield,3,3
6:53 PM,47 F,23 F,39 %,NNE,12 mph,0 mph,24.49 in,0.0 in,Fair,Colorado,Broomfield,3,3
7:53 PM,45 F,20 F,37 %,NNE,8 mph,0 mph,24.53 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,3
8:53 PM,40 F,21 F,47 %,SSE,7 mph,0 mph,24.57 in,0.0 in,Fair,Colorado,Broomfield,3,3
9:53 PM,36 F,20 F,52 %,E,7 mph,0 mph,24.59 in,0.0 in,Fair,Colorado,Broomfield,3,3
10:53 PM,32 F,21 F,64 %,ESE,8 mph,0 mph,24.61 in,0.0 in,Fair,Colorado,Broomfield,3,3
11:53 PM,30 F,22 F,72 %,SSE,13 mph,0 mph,24.61 in,0.0 in,Fair,Colorado,Broomfield,3,3
12:53 AM,32 F,21 F,64 %,S,13 mph,0 mph,24.61 in,0.0 in,Fair,Colorado,Broomfield,3,3
1:53 AM,33 F,22 F,64 %,SSW,13 mph,0 mph,24.61 in,0.0 in,Fair,Colorado,Broomfield,3,4
2:53 AM,34 F,20 F,56 %,S,13 mph,0 mph,24.59 in,0.0 in,Fair,Colorado,Broomfield,3,4
3:53 AM,31 F,20 F,64 %,S,12 mph,0 mph,24.58 in,0.0 in,Fair,Colorado,Broomfield,3,4
4:53 AM,30 F,20 F,66 %,SSE,10 mph,0 mph,24.57 in,0.0 in,Fair,Colorado,Broomfield,3,4
5:53 AM,36 F,19 F,50 %,S,17 mph,23 mph,24.57 in,0.0 in,Fair,Colorado,Broomfield,3,4
6:53 AM,32 F,19 F,59 %,SSW,9 mph,0 mph,24.56 in,0.0 in,Fair,Colorado,Broomfield,3,4
7:53 AM,37 F,17 F,44 %,SSW,17 mph,0 mph,24.56 in,0.0 in,Fair,Colorado,Broomfield,3,4
8:53 AM,43 F,16 F,34 %,SSW,18 mph,0 mph,24.56 in,0.0 in,Fair,Colorado,Broomfield,3,4
9:53 AM,50 F,15 F,25 %,SSW,21 mph,0 mph,24.55 in,0.0 in,Fair / Windy,Colorado,Broomfield,3,4
10:53 AM,55 F,13 F,19 %,SSW,18 mph,0 mph,24.54 in,0.0 in,Fair,Colorado,Broomfield,3,4
11:53 AM,60 F,5 F,11 %,WSW,14 mph,0 mph,24.53 in,0.0 in,Fair,Colorado,Broomfield,3,4
12:53 PM,63 F,0 F,8 %,WNW,22 mph,36 mph,24.51 in,0.0 in,Fair / Windy,Colorado,Broomfield,3,4
1:53 PM,65 F,2 F,8 %,WNW,29 mph,38 mph,24.49 in,0.0 in,Partly Cloudy / Windy,Colorado,Broomfield,3,4
2:53 PM,60 F,-2 F,8 %,W,23 mph,37 mph,24.51 in,0.0 in,Partly Cloudy / Windy,Colorado,Broomfield,3,4
3:53 PM,59 F,-1 F,9 %,W,15 mph,24 mph,24.51 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,4
4:53 PM,62 F,-4 F,7 %,W,30 mph,40 mph,24.51 in,0.0 in,Mostly Cloudy / Windy,Colorado,Broomfield,3,4
5:53 PM,59 F,-1 F,9 %,W,26 mph,37 mph,24.52 in,0.0 in,Mostly Cloudy / Windy,Colorado,Broomfield,3,4
6:53 PM,53 F,5 F,14 %,W,21 mph,0 mph,24.55 in,0.0 in,Partly Cloudy / Windy,Colorado,Broomfield,3,4
7:53 PM,50 F,7 F,18 %,W,18 mph,0 mph,24.56 in,0.0 in,Fair,Colorado,Broomfield,3,4
8:53 PM,50 F,7 F,18 %,WSW,10 mph,23 mph,24.58 in,0.0 in,Fair,Colorado,Broomfield,3,4
9:53 PM,48 F,8 F,20 %,W,12 mph,0 mph,24.59 in,0.0 in,Fair,Colorado,Broomfield,3,4
10:53 PM,45 F,9 F,23 %,WSW,7 mph,0 mph,24.61 in,0.0 in,Fair,Colorado,Broomfield,3,4
11:53 PM,46 F,8 F,21 %,WSW,5 mph,0 mph,24.64 in,0.0 in,Fair,Colorado,Broomfield,3,4
12:53 AM,46 F,7 F,20 %,WSW,6 mph,0 mph,24.65 in,0.0 in,Fair,Colorado,Broomfield,3,4
1:53 AM,45 F,9 F,23 %,N,10 mph,0 mph,24.68 in,0.0 in,Fair,Colorado,Broomfield,3,5
2:53 AM,40 F,12 F,32 %,NE,12 mph,23 mph,24.71 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,5
3:53 AM,27 F,22 F,81 %,ENE,20 mph,0 mph,24.74 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,5
4:53 AM,25 F,22 F,88 %,E,12 mph,0 mph,24.79 in,0.0 in,Fair,Colorado,Broomfield,3,5
5:48 AM,21 F,19 F,93 %,S,5 mph,0 mph,24.84 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,5
5:53 AM,22 F,20 F,92 %,S,6 mph,0 mph,24.84 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,5
6:25 AM,23 F,20 F,88 %,S,7 mph,0 mph,24.85 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,5
6:53 AM,23 F,19 F,85 %,S,9 mph,0 mph,24.85 in,0.0 in,Fair,Colorado,Broomfield,3,5
7:53 AM,25 F,21 F,85 %,S,10 mph,0 mph,24.86 in,0.0 in,Fair,Colorado,Broomfield,3,5
8:53 AM,30 F,23 F,75 %,SSE,10 mph,0 mph,24.88 in,0.0 in,Fair,Colorado,Broomfield,3,5
9:53 AM,33 F,19 F,56 %,E,9 mph,0 mph,24.90 in,0.0 in,Fair,Colorado,Broomfield,3,5
10:53 AM,36 F,18 F,48 %,ESE,13 mph,0 mph,24.90 in,0.0 in,Fair,Colorado,Broomfield,3,5
11:53 AM,40 F,20 F,45 %,SE,10 mph,0 mph,24.89 in,0.0 in,Fair,Colorado,Broomfield,3,5
12:53 PM,43 F,20 F,40 %,SE,10 mph,0 mph,24.88 in,0.0 in,Fair,Colorado,Broomfield,3,5
1:53 PM,47 F,21 F,36 %,ESE,12 mph,0 mph,24.87 in,0.0 in,Fair,Colorado,Broomfield,3,5
2:53 PM,50 F,21 F,32 %,ESE,10 mph,18 mph,24.84 in,0.0 in,Fair,Colorado,Broomfield,3,5
3:53 PM,51 F,20 F,29 %,ESE,14 mph,0 mph,24.85 in,0.0 in,Fair,Colorado,Broomfield,3,5
4:53 PM,52 F,20 F,28 %,ESE,13 mph,0 mph,24.84 in,0.0 in,Fair,Colorado,Broomfield,3,5
5:53 PM,51 F,22 F,32 %,E,13 mph,0 mph,24.84 in,0.0 in,Fair,Colorado,Broomfield,3,5
6:53 PM,44 F,24 F,45 %,ENE,8 mph,0 mph,24.84 in,0.0 in,Fair,Colorado,Broomfield,3,5
7:53 PM,38 F,25 F,60 %,ESE,8 mph,0 mph,24.85 in,0.0 in,Fair,Colorado,Broomfield,3,5
8:53 PM,33 F,26 F,75 %,SE,10 mph,0 mph,24.85 in,0.0 in,Fair,Colorado,Broomfield,3,5
9:53 PM,34 F,26 F,73 %,S,14 mph,0 mph,24.85 in,0.0 in,Fair,Colorado,Broomfield,3,5
10:53 PM,38 F,24 F,57 %,SW,10 mph,0 mph,24.86 in,0.0 in,Fair,Colorado,Broomfield,3,5
11:53 PM,37 F,23 F,57 %,SW,13 mph,0 mph,24.85 in,0.0 in,Fair,Colorado,Broomfield,3,5
12:53 AM,35 F,23 F,61 %,SSW,14 mph,0 mph,24.85 in,0.0 in,Fair,Colorado,Broomfield,3,5
1:53 AM,36 F,21 F,55 %,SSW,14 mph,0 mph,24.84 in,0.0 in,Fair,Colorado,Broomfield,3,6
2:53 AM,34 F,21 F,59 %,S,9 mph,0 mph,24.84 in,0.0 in,Fair,Colorado,Broomfield,3,6
3:53 AM,34 F,21 F,59 %,SSW,10 mph,0 mph,24.82 in,0.0 in,Fair,Colorado,Broomfield,3,6
4:53 AM,30 F,20 F,66 %,CALM,0 mph,0 mph,24.81 in,0.0 in,Fair,Colorado,Broomfield,3,6
5:53 AM,31 F,21 F,67 %,SSE,3 mph,0 mph,24.80 in,0.0 in,Fair,Colorado,Broomfield,3,6
6:53 AM,34 F,21 F,59 %,SW,8 mph,0 mph,24.80 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,6
7:53 AM,33 F,21 F,61 %,CALM,0 mph,0 mph,24.79 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
8:53 AM,43 F,21 F,42 %,WSW,7 mph,0 mph,24.78 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
9:53 AM,51 F,19 F,28 %,WSW,16 mph,0 mph,24.79 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
10:53 AM,59 F,16 F,19 %,SSW,14 mph,0 mph,24.77 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
11:53 AM,64 F,10 F,12 %,W,12 mph,17 mph,24.76 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
12:53 PM,65 F,8 F,11 %,NW,6 mph,0 mph,24.74 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
1:53 PM,65 F,7 F,10 %,SSW,7 mph,0 mph,24.70 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
2:53 PM,66 F,5 F,9 %,SSE,8 mph,0 mph,24.68 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
3:53 PM,67 F,5 F,9 %,VAR,3 mph,0 mph,24.65 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
4:53 PM,67 F,7 F,10 %,W,5 mph,0 mph,24.65 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
5:53 PM,65 F,10 F,12 %,E,6 mph,0 mph,24.64 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
6:53 PM,58 F,18 F,21 %,E,5 mph,0 mph,24.63 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
7:53 PM,56 F,15 F,20 %,SE,6 mph,0 mph,24.65 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
8:53 PM,48 F,17 F,29 %,E,8 mph,0 mph,24.64 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
9:53 PM,43 F,20 F,40 %,SSE,12 mph,0 mph,24.64 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
10:53 PM,44 F,18 F,35 %,SSE,13 mph,0 mph,24.62 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
11:53 PM,46 F,17 F,31 %,WNW,7 mph,0 mph,24.62 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
12:53 AM,49 F,13 F,24 %,NW,9 mph,0 mph,24.61 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,6
1:53 AM,41 F,21 F,45 %,SW,12 mph,0 mph,24.61 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
2:53 AM,40 F,19 F,43 %,SW,9 mph,0 mph,24.60 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
3:53 AM,39 F,18 F,43 %,SW,8 mph,0 mph,24.58 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
4:53 AM,39 F,20 F,46 %,WSW,10 mph,0 mph,24.58 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
5:53 AM,39 F,20 F,46 %,SW,12 mph,0 mph,24.57 in,0.0 in,Fair,Colorado,Broomfield,3,7
6:53 AM,41 F,20 F,43 %,SW,15 mph,0 mph,24.57 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
7:53 AM,43 F,20 F,40 %,SW,15 mph,0 mph,24.58 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
8:53 AM,48 F,20 F,33 %,SW,12 mph,0 mph,24.59 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
9:53 AM,56 F,20 F,25 %,SW,12 mph,0 mph,24.59 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
10:53 AM,62 F,17 F,18 %,WSW,10 mph,0 mph,24.57 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,7
11:53 AM,65 F,15 F,15 %,SW,13 mph,0 mph,24.56 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,7
12:53 PM,66 F,15 F,14 %,SW,14 mph,0 mph,24.54 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,7
1:53 PM,67 F,18 F,15 %,NW,12 mph,0 mph,24.52 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,7
2:53 PM,68 F,16 F,14 %,VAR,6 mph,0 mph,24.49 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,7
3:53 PM,67 F,13 F,12 %,SE,14 mph,0 mph,24.47 in,0.0 in,Fair,Colorado,Broomfield,3,7
4:53 PM,68 F,14 F,12 %,SSE,12 mph,0 mph,24.45 in,0.0 in,Fair,Colorado,Broomfield,3,7
5:53 PM,64 F,18 F,17 %,SE,14 mph,0 mph,24.43 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,7
6:53 PM,55 F,21 F,27 %,SE,9 mph,0 mph,24.43 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
7:53 PM,54 F,20 F,26 %,S,16 mph,0 mph,24.43 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,7
8:53 PM,55 F,20 F,25 %,S,17 mph,0 mph,24.43 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
9:53 PM,54 F,20 F,26 %,S,16 mph,0 mph,24.43 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
10:53 PM,53 F,21 F,29 %,SSW,18 mph,0 mph,24.43 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,7
11:53 PM,51 F,21 F,31 %,SSW,16 mph,0 mph,24.42 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,7
12:53 AM,50 F,21 F,32 %,SSW,13 mph,0 mph,24.41 in,0.0 in,Fair,Colorado,Broomfield,3,7
1:53 AM,52 F,21 F,30 %,SSW,20 mph,0 mph,24.40 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,8
2:53 AM,49 F,23 F,36 %,S,20 mph,0 mph,24.40 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,8
3:53 AM,49 F,25 F,39 %,SSW,17 mph,0 mph,24.38 in,0.0 in,Partly Cloudy,Colorado,Broomfield,3,8
4:53 AM,49 F,27 F,43 %,S,13 mph,0 mph,24.40 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,8
5:53 AM,47 F,28 F,48 %,SSW,9 mph,0 mph,24.40 in,0.0 in,Mostly Cloudy,Colorado,Broomfield,3,8
